content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Mantap,bisa order paket sendiri dengan kode booking 👍👍👍",5,Positif,mantapbisa order paket sendiri dengan kode booking ,mantapbisa order paket kode booking,"['mantapbisa', 'order', 'paket', 'kode', 'booking']",mantapbisa order paket kode booking
Mantap nih aplikasi.. Buat pembisnis on-line kayak saya ini apl sangat membantu.. Apalagi untuk sistem COD. Aman dan cepat.. Sukses selalu PT pos Indonesia.. Semoga selalu jadi yg terbaik..,5,Positif,mantap nih aplikasi buat pembisnis online kayak saya ini apl sangat membantu apalagi untuk sistem cod aman dan cepat sukses selalu pt pos indonesia semoga selalu jadi yg terbaik,mantap nih aplikasi pembisnis online kayak apl membantu sistem cod aman cepat sukses pt pos indonesia semoga yg terbaik,"['mantap', 'nih', 'aplikasi', 'pembisnis', 'online', 'kayak', 'apl', 'membantu', 'sistem', 'cod', 'aman', 'cepat', 'sukses', 'pt', 'pos', 'indonesia', 'semoga', 'yg', 'terbaik']",mantap nih aplikasi bisnis online kayak apl bantu sistem cod aman cepat sukses pt pos indonesia moga yg baik
Keren,5,Positif,keren,keren,['keren'],keren
sangat membantu untuk kami sebagai pebisol..semoga tetap konsisten..,5,Positif,sangat membantu untuk kami sebagai pebisolsemoga tetap konsisten,membantu pebisolsemoga konsisten,"['membantu', 'pebisolsemoga', 'konsisten']",bantu pebisolsemoga konsisten
Bgus bgt sngat membantu aplikasi ini cpet lagi,5,Positif,bgus bgt sngat membantu aplikasi ini cpet lagi,bgus bgt sngat membantu aplikasi cpet,"['bgus', 'bgt', 'sngat', 'membantu', 'aplikasi', 'cpet']",bgus bgt sngat bantu aplikasi cpet
PosAja,5,Positif,posaja,posaja,['posaja'],posaja
Aplikasinya bagus lebih memudahkan pengguna,5,Positif,aplikasinya bagus lebih memudahkan pengguna,aplikasinya bagus memudahkan pengguna,"['aplikasinya', 'bagus', 'memudahkan', 'pengguna']",aplikasi bagus mudah guna
Untuk membantu pelacakan kiriman sudah sampai dimana,5,Positif,untuk membantu pelacakan kiriman sudah sampai dimana,membantu pelacakan kiriman dimana,"['membantu', 'pelacakan', 'kiriman', 'dimana']",bantu lacak kirim mana
Sekarang Pos Indonesia bisa antar kiriman langsung ke alamat tujuan dengan Pos Instan Plus. Luar biasa perubahan yg dilakukan. Semoga maju terus.,5,Positif,sekarang pos indonesia bisa antar kiriman langsung ke alamat tujuan dengan pos instan plus luar biasa perubahan yg dilakukan semoga maju terus,pos indonesia kiriman langsung alamat tujuan pos instan plus perubahan yg semoga maju,"['pos', 'indonesia', 'kiriman', 'langsung', 'alamat', 'tujuan', 'pos', 'instan', 'plus', 'perubahan', 'yg', 'semoga', 'maju']",pos indonesia kirim langsung alamat tuju pos instan plus ubah yg moga maju
pos aja memang jos,5,Positif,pos aja memang jos,pos aja jos,"['pos', 'aja', 'jos']",pos aja jos
Sangat berguna,5,Positif,sangat berguna,berguna,['berguna'],guna
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
Memudahkan untuk pengiriman via pos,5,Positif,memudahkan untuk pengiriman via pos,memudahkan pengiriman via pos,"['memudahkan', 'pengiriman', 'via', 'pos']",mudah kirim via pos
Mudah digunakan,5,Positif,mudah digunakan,mudah,['mudah'],mudah
PosAja! 👍,5,Positif,posaja ,posaja,['posaja'],posaja
Bagus,5,Positif,bagus,bagus,['bagus'],bagus
"Aplikasi keren nih, memudahkan saya sebagai seorang pebisnis online. Yg mager wkwkwkwkwk. Tinggal klik klik, paketku langsung dijemput pak pos. Nah gini dong harusnya kantor pos, canggih mengikuti perubahan Zaman. Terimakasih pak pos. Mantab djiwa!",5,Positif,aplikasi keren nih memudahkan saya sebagai seorang pebisnis online yg mager wkwkwkwkwk tinggal klik klik paketku langsung dijemput pak pos nah gini dong harusnya kantor pos canggih mengikuti perubahan zaman terimakasih pak pos mantab djiwa,aplikasi keren nih memudahkan pebisnis online yg mager wkwkwkwkwk tinggal klik klik paketku langsung dijemput pos gini kantor pos canggih mengikuti perubahan zaman terimakasih pos mantab djiwa,"['aplikasi', 'keren', 'nih', 'memudahkan', 'pebisnis', 'online', 'yg', 'mager', 'wkwkwkwkwk', 'tinggal', 'klik', 'klik', 'paketku', 'langsung', 'dijemput', 'pos', 'gini', 'kantor', 'pos', 'canggih', 'mengikuti', 'perubahan', 'zaman', 'terimakasih', 'pos', 'mantab', 'djiwa']",aplikasi keren nih mudah bisnis online yg mager wkwkwkwkwk tinggal klik klik paket langsung jemput pos gin kantor pos canggih ikut ubah zaman terimakasih pos mantab djiwa
Inovasi yang luar biasa dari Pos Indonesia 😘,5,Positif,inovasi yang luar biasa dari pos indonesia ,inovasi pos indonesia,"['inovasi', 'pos', 'indonesia']",inovasi pos indonesia
Memudahkan cek tarif,5,Positif,memudahkan cek tarif,memudahkan cek tarif,"['memudahkan', 'cek', 'tarif']",mudah cek tarif
Waow Mantap Jiwa 😜😜😜,5,Positif,waow mantap jiwa ,waow mantap jiwa,"['waow', 'mantap', 'jiwa']",waow mantap jiwa
Aplikasi yg memudahkan pebisnis online,5,Positif,aplikasi yg memudahkan pebisnis online,aplikasi yg memudahkan pebisnis online,"['aplikasi', 'yg', 'memudahkan', 'pebisnis', 'online']",aplikasi yg mudah bisnis online
Mantap aplikasinya,5,Positif,mantap aplikasinya,mantap aplikasinya,"['mantap', 'aplikasinya']",mantap aplikasi
Aplikasi gak ada duanya. .👌,5,Positif,aplikasi gak ada duanya ,aplikasi gak duanya,"['aplikasi', 'gak', 'duanya']",aplikasi gak dua
Aplikasi yg bermanfaat untuk kita semua,5,Positif,aplikasi yg bermanfaat untuk kita semua,aplikasi yg bermanfaat,"['aplikasi', 'yg', 'bermanfaat']",aplikasi yg manfaat
Good app,5,Positif,good app,good app,"['good', 'app']",good app
Baik,5,Positif,baik,,[],
Bagus banyak manfaatnya terimakasih,5,Positif,bagus banyak manfaatnya terimakasih,bagus manfaatnya terimakasih,"['bagus', 'manfaatnya', 'terimakasih']",bagus manfaat terimakasih
Good aplikasi,5,Positif,good aplikasi,good aplikasi,"['good', 'aplikasi']",good aplikasi
Saya sangat menyukai aplikasi ini,5,Positif,saya sangat menyukai aplikasi ini,menyukai aplikasi,"['menyukai', 'aplikasi']",suka aplikasi
Semoga semakin jaya pos indonesia...,5,Positif,semoga semakin jaya pos indonesia,semoga jaya pos indonesia,"['semoga', 'jaya', 'pos', 'indonesia']",moga jaya pos indonesia
Sangat baik,5,Positif,sangat baik,,[],
"Sangat membantu sekali untuk pebisol dizaman pandemi sekarang,,",5,Positif,sangat membantu sekali untuk pebisol dizaman pandemi sekarang,membantu pebisol dizaman pandemi,"['membantu', 'pebisol', 'dizaman', 'pandemi']",bantu pebisol zaman pandemi
Apl sangat Membatu. Top markotop POS INDONESIA,5,Positif,apl sangat membatu top markotop pos indonesia,apl membatu top markotop pos indonesia,"['apl', 'membatu', 'top', 'markotop', 'pos', 'indonesia']",apl batu top markotop pos indonesia
Sangat bagus dan membantu,5,Positif,sangat bagus dan membantu,bagus membantu,"['bagus', 'membantu']",bagus bantu
"Sangat bermanfaat,,,",5,Positif,sangat bermanfaat,bermanfaat,['bermanfaat'],manfaat
"Aplikasi yang bagus, mempermudah untuk melacak dan melakukan pengiriman, karena bisa di pick up!",5,Positif,aplikasi yang bagus mempermudah untuk melacak dan melakukan pengiriman karena bisa di pick up,aplikasi bagus mempermudah melacak pengiriman pick up,"['aplikasi', 'bagus', 'mempermudah', 'melacak', 'pengiriman', 'pick', 'up']",aplikasi bagus mudah lacak kirim pick up
Mantaaap,5,Positif,mantaaap,mantaaap,['mantaaap'],mantaaap
Aplikasi terbaik,5,Positif,aplikasi terbaik,aplikasi terbaik,"['aplikasi', 'terbaik']",aplikasi baik
"Mantab, terus berkarya",5,Positif,mantab terus berkarya,mantab berkarya,"['mantab', 'berkarya']",mantab karya
Pos sekarang sudah serba digital. Sangat memudahkan konsumen yg menggunakan jasa pos.,5,Positif,pos sekarang sudah serba digital sangat memudahkan konsumen yg menggunakan jasa pos,pos serba digital memudahkan konsumen yg jasa pos,"['pos', 'serba', 'digital', 'memudahkan', 'konsumen', 'yg', 'jasa', 'pos']",pos serba digital mudah konsumen yg jasa pos
Semakin inovatif.. 👍👍👍👍👍,5,Positif,semakin inovatif ,inovatif,['inovatif'],inovatif
Mantap top markotop,5,Positif,mantap top markotop,mantap top markotop,"['mantap', 'top', 'markotop']",mantap top markotop
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Mantaappp👍👍👍,5,Positif,mantaappp,mantaappp,['mantaappp'],mantaappp
Cs nya baik hati tidak sombong 🥰,5,Positif,cs nya baik hati tidak sombong ,cs nya hati sombong,"['cs', 'nya', 'hati', 'sombong']",cs nya hati sombong
Aplikasi sangat bermanfaat dan memudahkan melacak tarif kiriman dimanapun kita berada 😍,5,Positif,aplikasi sangat bermanfaat dan memudahkan melacak tarif kiriman dimanapun kita berada ,aplikasi bermanfaat memudahkan melacak tarif kiriman dimanapun,"['aplikasi', 'bermanfaat', 'memudahkan', 'melacak', 'tarif', 'kiriman', 'dimanapun']",aplikasi manfaat mudah lacak tarif kirim mana
Aplikasinya mantull,5,Positif,aplikasinya mantull,aplikasinya mantull,"['aplikasinya', 'mantull']",aplikasi mantull
👍 semoga menjadi terdepan,5,Positif, semoga menjadi terdepan,semoga terdepan,"['semoga', 'terdepan']",moga depan
Aplikasi ini sangat bagus dan mempermudah untuk semua kiriman,5,Positif,aplikasi ini sangat bagus dan mempermudah untuk semua kiriman,aplikasi bagus mempermudah kiriman,"['aplikasi', 'bagus', 'mempermudah', 'kiriman']",aplikasi bagus mudah kirim
sangat bagus,5,Positif,sangat bagus,bagus,['bagus'],bagus
Aplikasi ini sangat membantu bagi pemilik online shop seperti saya,5,Positif,aplikasi ini sangat membantu bagi pemilik online shop seperti saya,aplikasi membantu pemilik online shop,"['aplikasi', 'membantu', 'pemilik', 'online', 'shop']",aplikasi bantu milik online shop
"Interface cukup baik, aplikasi cukup responsif, tidak ada lag, dan menu cukup lengkap, hanya saja saya masih belum menemukan tombol log out / sign out hingga bisa berbahaya dari segi keamanan. Lalu perlu adanya pelatihan bagi para petugas loket agar petugas loketnya gak bingung tentang bagaimana pemrosesan kode booking, bagaimana pemrosesan permintaan pickup kiriman, serta pencocokan data di aplikasi Pos Aja, agar tidak terjadi salah tempel resi yang mengakibatkan kerugian bagi pelanggan.",3,Netral,interface cukup baik aplikasi cukup responsif tidak ada lag dan menu cukup lengkap hanya saja saya masih belum menemukan tombol log out  sign out hingga bisa berbahaya dari segi keamanan lalu perlu adanya pelatihan bagi para petugas loket agar petugas loketnya gak bingung tentang bagaimana pemrosesan kode booking bagaimana pemrosesan permintaan pickup kiriman serta pencocokan data di aplikasi pos aja agar tidak terjadi salah tempel resi yang mengakibatkan kerugian bagi pelanggan,interface aplikasi responsif lag menu lengkap menemukan tombol log out sign out berbahaya segi keamanan pelatihan petugas loket petugas loketnya gak bingung pemrosesan kode booking pemrosesan permintaan pickup kiriman pencocokan data aplikasi pos aja salah tempel resi mengakibatkan kerugian pelanggan,"['interface', 'aplikasi', 'responsif', 'lag', 'menu', 'lengkap', 'menemukan', 'tombol', 'log', 'out', 'sign', 'out', 'berbahaya', 'segi', 'keamanan', 'pelatihan', 'petugas', 'loket', 'petugas', 'loketnya', 'gak', 'bingung', 'pemrosesan', 'kode', 'booking', 'pemrosesan', 'permintaan', 'pickup', 'kiriman', 'pencocokan', 'data', 'aplikasi', 'pos', 'aja', 'salah', 'tempel', 'resi', 'mengakibatkan', 'kerugian', 'pelanggan']",interface aplikasi responsif lag menu lengkap temu tombol log out sign out bahaya segi aman latih tugas loket tugas loket gak bingung pemrosesan kode booking pemrosesan minta pickup kirim cocok data aplikasi pos aja salah tempel resi akibat rugi langgan
Sangat membantu pelacakan kiriman dan harga,5,Positif,sangat membantu pelacakan kiriman dan harga,membantu pelacakan kiriman harga,"['membantu', 'pelacakan', 'kiriman', 'harga']",bantu lacak kirim harga
Mantap Pos Indonesia..terus berkreasi dan berinovasi...,5,Positif,mantap pos indonesiaterus berkreasi dan berinovasi,mantap pos indonesiaterus berkreasi berinovasi,"['mantap', 'pos', 'indonesiaterus', 'berkreasi', 'berinovasi']",mantap pos indonesiaterus kreasi inovasi
Sangat bermanfaat,5,Positif,sangat bermanfaat,bermanfaat,['bermanfaat'],manfaat
"Aplikasi yg bermanfaat, mungkin fiturnya bisa dilengkapi lagi, apalagi kalau bisa juga untuk kiriman luar negri",5,Positif,aplikasi yg bermanfaat mungkin fiturnya bisa dilengkapi lagi apalagi kalau bisa juga untuk kiriman luar negri,aplikasi yg bermanfaat fiturnya dilengkapi kiriman negri,"['aplikasi', 'yg', 'bermanfaat', 'fiturnya', 'dilengkapi', 'kiriman', 'negri']",aplikasi yg manfaat fiturnya lengkap kirim negri
maknyuzzzzz,5,Positif,maknyuzzzzz,maknyuzzzzz,['maknyuzzzzz'],maknyuzzzzz
Juara,5,Positif,juara,juara,['juara'],juara
Semoga amanah selalu POS INDONESIA,5,Positif,semoga amanah selalu pos indonesia,semoga amanah pos indonesia,"['semoga', 'amanah', 'pos', 'indonesia']",moga amanah pos indonesia
Pos Aja mantap,5,Positif,pos aja mantap,pos aja mantap,"['pos', 'aja', 'mantap']",pos aja mantap
"Aplikasi Pos aja memberikan kemudahan untuk COD, kiriman sampai uang langsung COD langsung cepat masuk rekening, pengambilan mudah.. di kantor pos terdekat.. mantap semoga terus berkembang pos indonesia",5,Positif,aplikasi pos aja memberikan kemudahan untuk cod kiriman sampai uang langsung cod langsung cepat masuk rekening pengambilan mudah di kantor pos terdekat mantap semoga terus berkembang pos indonesia,aplikasi pos aja kemudahan cod kiriman uang langsung cod langsung cepat masuk rekening pengambilan mudah kantor pos terdekat mantap semoga berkembang pos indonesia,"['aplikasi', 'pos', 'aja', 'kemudahan', 'cod', 'kiriman', 'uang', 'langsung', 'cod', 'langsung', 'cepat', 'masuk', 'rekening', 'pengambilan', 'mudah', 'kantor', 'pos', 'terdekat', 'mantap', 'semoga', 'berkembang', 'pos', 'indonesia']",aplikasi pos aja mudah cod kirim uang langsung cod langsung cepat masuk rekening ambil mudah kantor pos dekat mantap moga kembang pos indonesia
Good,5,Positif,good,good,['good'],good
Uwuw,5,Positif,uwuw,uwuw,['uwuw'],uwuw
Semoga pos semakin mjau dan berkembang juga bisa bersaing d era kemajuan teknologi ini,5,Positif,semoga pos semakin mjau dan berkembang juga bisa bersaing d era kemajuan teknologi ini,semoga pos mjau berkembang bersaing d era kemajuan teknologi,"['semoga', 'pos', 'mjau', 'berkembang', 'bersaing', 'd', 'era', 'kemajuan', 'teknologi']",moga pos mjau kembang saing d era maju teknologi
The best,5,Positif,the best,the best,"['the', 'best']",the best
Semakin lengkap dan canggih,5,Positif,semakin lengkap dan canggih,lengkap canggih,"['lengkap', 'canggih']",lengkap canggih
Mantap....,5,Positif,mantap,mantap,['mantap'],mantap
Sungguh keren nih aplikasinye 👍👍,5,Positif,sungguh keren nih aplikasinye ,sungguh keren nih aplikasinye,"['sungguh', 'keren', 'nih', 'aplikasinye']",sungguh keren nih aplikasinye
Luar biasa... Sangat kereeeen 👍👍👍👍,5,Positif,luar biasa sangat kereeeen ,kereeeen,['kereeeen'],kereeeen
Mantabb tingkatkan terus pa pos,4,Positif,mantabb tingkatkan terus pa pos,mantabb tingkatkan pa pos,"['mantabb', 'tingkatkan', 'pa', 'pos']",mantabb tingkat pa pos
Mantap...,5,Positif,mantap,mantap,['mantap'],mantap
Top,5,Positif,top,top,['top'],top
Sangat membantu sekali,5,Positif,sangat membantu sekali,membantu,['membantu'],bantu
Good!,5,Positif,good,good,['good'],good
Sangat bagus bermanfaat dan mempermudah untuk kepentingan bisnis tengkyuuu pos indonesia 👍,5,Positif,sangat bagus bermanfaat dan mempermudah untuk kepentingan bisnis tengkyuuu pos indonesia ,bagus bermanfaat mempermudah kepentingan bisnis tengkyuuu pos indonesia,"['bagus', 'bermanfaat', 'mempermudah', 'kepentingan', 'bisnis', 'tengkyuuu', 'pos', 'indonesia']",bagus manfaat mudah penting bisnis tengkyuuu pos indonesia
Apa pun kiriman nya....kemana pun tujuan nya... Kantor pos tempat nya 👍,5,Positif,apa pun kiriman nyakemana pun tujuan nya kantor pos tempat nya ,kiriman nyakemana tujuan nya kantor pos nya,"['kiriman', 'nyakemana', 'tujuan', 'nya', 'kantor', 'pos', 'nya']",kirim nyakemana tuju nya kantor pos nya
Sangat bagus,5,Positif,sangat bagus,bagus,['bagus'],bagus
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
"Aplikasinya bagus, sangat membantu",5,Positif,aplikasinya bagus sangat membantu,aplikasinya bagus membantu,"['aplikasinya', 'bagus', 'membantu']",aplikasi bagus bantu
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Sangat bermanfaat banget semuanya ada dalam satu aplikasi,5,Positif,sangat bermanfaat banget semuanya ada dalam satu aplikasi,bermanfaat banget aplikasi,"['bermanfaat', 'banget', 'aplikasi']",manfaat banget aplikasi
Berkirim paket dan bertransaksi ada dalam genggaman.. Mudah mudahan makin jaya,5,Positif,berkirim paket dan bertransaksi ada dalam genggaman mudah mudahan makin jaya,berkirim paket bertransaksi genggaman mudah mudahan jaya,"['berkirim', 'paket', 'bertransaksi', 'genggaman', 'mudah', 'mudahan', 'jaya']",kirim paket transaksi genggam mudah mudah jaya
mantap layanan nya sangat memudahkan,5,Positif,mantap layanan nya sangat memudahkan,mantap layanan nya memudahkan,"['mantap', 'layanan', 'nya', 'memudahkan']",mantap layan nya mudah
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Inovasi Tiada henti,5,Positif,inovasi tiada henti,inovasi tiada henti,"['inovasi', 'tiada', 'henti']",inovasi tiada henti
Semoga kedepan lebih baik dan memberi manfaat kepada semua pengguna aplikasi🙏🙏🙏,5,Positif,semoga kedepan lebih baik dan memberi manfaat kepada semua pengguna aplikasi,semoga kedepan manfaat pengguna aplikasi,"['semoga', 'kedepan', 'manfaat', 'pengguna', 'aplikasi']",moga depan manfaat guna aplikasi
Sangat membantu. Karena sekarang susah ngecek tarif pos disitus mana saja kadang gak akurat. Kalau di aplikasi ini pasti sama,5,Positif,sangat membantu karena sekarang susah ngecek tarif pos disitus mana saja kadang gak akurat kalau di aplikasi ini pasti sama,membantu susah ngecek tarif pos disitus kadang gak akurat aplikasi,"['membantu', 'susah', 'ngecek', 'tarif', 'pos', 'disitus', 'kadang', 'gak', 'akurat', 'aplikasi']",bantu susah ngecek tarif pos situs kadang gak akurat aplikasi
Mantap...dukung terus inovasi membangun dr posindonesia...aplikasi spt ini sangat ditunggu oleh semua pihak. semoga terus berkembang dan maju terus...Aamiin,5,Positif,mantapdukung terus inovasi membangun dr posindonesiaaplikasi spt ini sangat ditunggu oleh semua pihak semoga terus berkembang dan maju terusaamiin,mantapdukung inovasi membangun dr posindonesiaaplikasi spt ditunggu semoga berkembang maju terusaamiin,"['mantapdukung', 'inovasi', 'membangun', 'dr', 'posindonesiaaplikasi', 'spt', 'ditunggu', 'semoga', 'berkembang', 'maju', 'terusaamiin']",mantapdukung inovasi bangun dr posindonesiaaplikasi spt tunggu moga kembang maju terusaamiin
