content,score,Label
Sangat membantu cek ongkir dan lacak kiriman...mantuuuulll...,5,Positif
Sukses juara pos indonesia,5,Positif
"Aplikasi sangat membantu terutama pebisol,mantaf Pos Indonesia Juara",5,Positif
Mantab nih,5,Positif
Sangat membantu usaha,5,Positif
membantu untuk berbisnis,5,Positif
Mantap jd lebih praktis,5,Positif
Mantap untk pebisnis online,5,Positif
Pake pos aja..mantafffff...,5,Positif
Mantap 👍👍,5,Positif
Aplikasi ini sangat bagus.,5,Positif
mantap pos indonesia.. terus berkembang..!!,5,Positif
Mantap buat kebutuhan trsportasi,5,Positif
Pakai aplikaai pos aja... Lebih mudah.. no ribet...,5,Positif
"Pos mantap dan juara, ,",5,Positif
Aplikasinya sangat bermanfaat 👍👍👍,5,Positif
Keren nian semua bisa,5,Positif
Semakin mantap produk² pos indonesia,5,Positif
Bagus cpt lancar smg semakin jaya,5,Positif
"aplikasi sangat membantu para umkm untuk jualan online, terima kasih pos indonesia, semoga terus berinovasi meningkatkan pelayanannya",5,Positif
"Ini yg ditunggu2, nggak repot lg harus keluar rumah, tinggal pakai pos aja, mudah penggunaannya, santuyy dirumah tinggal nunggu di pickup. Juara selalu pos indonesia!! 💪💪",5,Positif
Josh manteb gan,5,Positif
Mantap,5,Positif
Akhirnya ada juga aplikasi yg mendukung tugas sy sbg postmen..goodjob. Lanjutkan lg dev..,5,Positif
sangat bagus...,5,Positif
Sae sanget,5,Positif
Mantapp...!!!,5,Positif
Sayang sekali sekarang pos aja terlalu banyak ambil untung dengan memaksa penjual untuk menggunakan asuransi yang minimal 10.000 .jadi bayar dobel .,3,Netral
Gaskeunn.... ayuh.. dowload.. biar urusan pengiriman paket atau surat jd gampang.. tunggu dirumah.. pak pos kerumah dahhh... mantabs,5,Positif
Mantap,5,Positif
Pos butuh inovasi seperti ini agar para pelanggan mudah untuk menggunakan jasa pos Semoga raksasa yg selama ini tidur cepat bangkit,5,Positif
lebih enak pake pos,4,Positif
Bagus sangat membantu saya,5,Positif
"Aplikasi bagus, fiturnya lebih lengkap, mempermudah pebisol... Pengiriman sehari sampai, pak pos yang mengantar paket kerumahku orangnya ramah.. POS INDONESIA JUARA!!!",5,Positif
Aplikasi yg memudahkan bagi para palaku bisnis. Ok banget pos terobosan terbaru makin terdepan,5,Positif
Bagusssss,5,Positif
"pos indonesia trus juara,semakin maju 💪",5,Positif
"Pos makin keren,apk nya sangat membantu",5,Positif
"Mantap, perubahan era digital yang pesat dari tahun pertahun kantor pos tetap bisa mengikuti era tersebut dan tetap bisa selalu unggul dari segi pelayanan pengiriman dll untuk tetap meberikan pelayanan terbaik kepada customer ❤️❤️❤️",5,Positif
Mempermudah untuk transaksi kiriman,5,Positif
Siip smoga dgn inofasi2 ini Ktr Pos dpt bersaing dgn perjastip. Dgn menyuguhkan kemudahan 2di berbagai lini. Demi keamanan dan kenyamanan para penggunaNya. Smoga Bravo PT POS💪💪,5,Positif
cakep,5,Positif
Sangat aplikatif,5,Positif
👌,5,Positif
Perfect...👍,5,Positif
Pakai pos aja transaksi gk pake ribet mudah dan terpercaya 👍👍😊,5,Positif
Pos mantap,5,Positif
Mantap luar biasa,4,Positif
"Pos memang terbukti terpercaya cepat,,dan memudahkan para pedagang online,,,",5,Positif
👍👍👍👍👍,5,Positif
Wow keren ... sangat memudahkan sekali untuk cek ongkir tanpa hrs bertanya tanya..luarr biasa😉😉,5,Positif
Pos aja Kerenn bangettttttt.. Gilakkkk,5,Positif
Keren aplikasi nya. Sangat bermanfaat,5,Positif
Sangat baik,5,Positif
Mantappp,5,Positif
mantap . kantor pos selalu berinovasi .,5,Positif
Mantapp...sangat mudah untuk lacak kiriman cek tarif . Cepat Akurat pastinya 👍👍👍👍👍👍,5,Positif
Aplikasi paling ejooooooosss Kantor Pos jadi semakin dekat dihati😍,5,Positif
Pos Indonesia juara,5,Positif
Aplikasi nya lancar dan sangat up date...,5,Positif
Aplikasi yang sudah diupdate memberikan kenyamanan yang lebih untuk pengguna.. Semoga kedepannya bisa lebih baik lagi.. Terimakasih pos Indonesia,5,Positif
Makin mantap saja ni aplikasi punya Pos,5,Positif
👍👍👍,5,Positif
aplikasinya mantap.. sangat membantu sekali,5,Positif
Hebat,5,Positif
"Aplikasi resmi pos indonesia, Aman dan terpecaya, Simpel no ribet",5,Positif
Aplikasi bermanfaat sahabat,5,Positif
👍👍👍,5,Positif
Aplikasi mantap..simpel gak ribet..cek ongkir..traking kiriman..mudah..cod bisaaa...,5,Positif
Aplikasi nya sangat membantu buat pebisnis onlenn dan mempermudah cara melcak paket dan bisa kirim barang...,5,Positif
Aplikasinya sangat membantu...tambah sukses POS Indonesia,5,Positif
Aplikasinya keren bingitz.. rubi863,5,Positif
"Cek resi Aman , aplikasi mantap 👍🏻",5,Positif
"Mantap.. tinggal klik langsung diambil, jadi nggk perlu keluar rumah👍👍",5,Positif
Mantab teruskan 👍👍👍,5,Positif
Semoga bermanfaat dan memudahkan pelanggan PT POSINDONESIA,5,Positif
aplikasi PosAja sangat membantu bagi pelaku bisnis online..bisa ngecek ongkir dan cek keberadaan paketan..,5,Positif
"Gak nyangka PT Pos Indonesia bisa meluncurkan aplikasi sehebat ini, semoga ini dapat menjadi aplikasi yang bisa mewakili berbagai kebutuhan masyarakat dalam berkirim paket/surat. Benar benar aplikasi karya anak bangsa yang mengagumkan. CINTA INDONESIA, Cinta Pos Indonesia❤️❤️🙏🙏",5,Positif
Luar biyasa,5,Positif
Pos aja aman dan nyaman semua urusan teratasi,5,Positif
Semoga Posindonesia makin canggih,5,Positif
Sip bro,5,Positif
Pos aja keren n mantabs,5,Positif
Apk nya Ok Mantul 👌👍👍👍,5,Positif
Mantap maju terus Pos Indonesia 👍🏻,5,Positif
Mantul sekarang ga perlu repot paket dan surat bapak/ibu siap km jemput,5,Positif
"Aplikasinya bagus, bisa cek tarif dari rumah, dan lebih memudahkan untuk para pebisol.",5,Positif
"Pos aja kerennn...sangat membantu pedangan online, hemat waktu, mudah di gunakan..pokoknya mantapps...jng lupa di instal ya gaes...",5,Positif
Dijaman milenial sangat modern dan mudah untuk transaksi apa aja..cukup pake hp kamu dimana aja,5,Positif
Mantulbro,5,Positif
Mantap.👍👍,5,Positif
PosAja keren Smoga lebih memudahkan para pebisol,5,Positif
Mantap,5,Positif
Aplikasi nya mudah di gunakan dan simpel misal bisa cek tarif kiriman..,5,Positif
"Pake Pos COD admin paling murah, cuma kadang pengiriman lewat estimasi. Pencairan dana COD juga cepat.",3,Netral
"Aplikasinya bagus,sangat bermanfaat..bisa cek dan lacak kiriman dgn mudah 👍👍👍",5,Positif
Pos Aja.. Matabsss.. Sangat membantu pedagang Online... Smoga PT. Pos Indonesia smkin Jaya...👍👍👍,5,Positif
Betul betul mantap sangat membantu sekali aplikasinya bisa pick up gratis pula terpercaya lah pokonya,5,Positif
Aplikasi yg sangat membantu sekali n gk ribet. Terima kasih....,5,Positif
Mudah dan nyaman,5,Positif
Sangat membantu ... Smoga lancar jaya👍👍💪💪,5,Positif
"PPKM = PENGIRIMAN PAKET KAMI MENJEMPUT..!! Anda kirim Paket dari rumah,, akan kami jemput.... Pickup service...",5,Positif
"Mantap,sangat membantu Jaya terus posindonesia",5,Positif
Aplikasi bagus....sangat membantu...cukup di rumah ... pengiriman terlayani,5,Positif
Saya kasih bintang 7,5,Positif
Aplikasi mantab mantab,5,Positif
Mempermudah dalam kegiatan bertransaksi dan berbisnis..👍...,5,Positif
mantul,5,Positif
Sangat membantu,5,Positif
Aplikasi yg memudahkan masyarakat milenilal biar gampang kirim barang ☺️,5,Positif
Lebih mudah untuk melacaknya kiriman yg saya kirim selain itu saya sebagai pedagang online sangat puas karena untuk mengirim barang enggak perlu repot mengirimnya cukup dari rumah barang bbrp hari kemudian sdh sampai si penerima,5,Positif
Mudah dan simpel,5,Positif
PosAja memang manntabs...,5,Positif
Top,5,Positif
Pos aja ... Mantapssssss.....👍👍👍👍👍,5,Positif
terima kasih pos aja yg sudah memudahkan kami,5,Positif
Aplikasi nya memudahkan pebisol 😍 keren 👍🏻,5,Positif
Aplikasi sangat bagus dan sangat mudah untuk berbisnis,5,Positif
"Aplikasinya keren, sangat membantu buat pesbisnis online, selain tu kita bisa pessen paket bayar ditmpt/COD keren abis",5,Positif
Sangat membantu sekali terutama buat pelanggan pos biar mengetahui cek ongkir nya...,5,Positif
Keren...,5,Positif
Cara masuk nya bagaimana? Masuk pakai akun baru atau tetal pakai Q pos seperti yg lama? Saya bingung,1,Negatif
Tambah maju ajh nih aplikasinya,5,Positif
Pos oke,5,Positif
Mantap 👍👍👍,5,Positif
Terima kasih...sangat membantu dalam dunia bisnis,5,Positif
Pos makin berinovasi utk memberikan layanan terbaik..,5,Positif
Alhamdulillah..memudahkan dlm bertransaksi,5,Positif
Sangat membantu buat ngecek kiriman dan tarif kiriman,5,Positif
Mantab......posjuara,5,Positif
Sangat membantu untuk check kiriman dan tarif,5,Positif
Dengan adany pos aja kita lebih praktis dan gampang,5,Positif
sangat membantu terobosan dari Pos Indonesia.....,5,Positif
Dengan pos aja .....menjadi kemudahan trnsakasi olshop anda,5,Positif
Alhamdulillah terbantu bisnis online dgn aplikasi ini,5,Positif
"Aplikasi yang bermanfaat bagi online shop, saya online shop dimaksar bisa cek kiriman saya tak perlu lagi datang kekantorpos.",5,Positif
Mantapp,5,Positif
Aplikasi ini bagus,5,Positif
Semoga kedepannya lebih sempurna.,5,Positif
"Mau cek tarif, mau cek kiriman, mau minta pick up paket 📦 semua ada di aplikasi ini.. keren 😎",5,Positif
"Tolong adakan Fitur ""Login"". Karena ketika saya hapus data ponsel dan membuka aplikasi PosAja lagi tidak ada fitur login, adanya Menu Registrasi sama Pemulihan saja. Kan saya sudah daftar masa harus registrasi lagi dan saya kan tidak lupa pasword masa harus pencet pemulihan akun. Tolong diperbarui aplikasinya demi kenyamanan semua pengguna. Nanti fitur login menurut saya cukup ketik pakai No HP saja dan verifikasi OTPnya terserah mau pakai WA atau SMS",1,Negatif
Well,5,Positif
Semoga tambah maju paket banyak ada aplikasi ini,5,Positif
Sangat membantu terutama utk pick up olshop,5,Positif
Baik,1,Negatif
Mantab,5,Positif
"Posaja makin mantap resolusi dr q Qposin khususnya kiriman cod ke seluruh indonesia, makin sukses dan jaya pos indonesia",5,Positif
Aplikasinya bagus sekali,5,Positif
KE POS AJA 👌,5,Positif
Aplikasinya sangat membantu👍,5,Positif
Lebih mudah dan terpercaya,5,Positif
Ok,5,Positif
Aplikasi yang sangat membantu dan bermanfaat...,5,Positif
Top,5,Positif
Mantap pokok e 👍👍👍,5,Positif
App sngat bermanfaat dan sangat membantu pelacakan kiriman sangat puass !!!!!!,5,Positif
Mantap...mudah2an..kedepan nya bisa ditingkatkan lagi..modul modulnya..histori lacak kirimannya..estimasi waktu nya..biar lebih akurat..,5,Positif
"Bagus banget, bisa cepet nih kalau kirim kirim barang, mudah2an harga nya bersaing",5,Positif
cepat.aman.terpercaya. produk layanan banyak bro.terutama pospay ngebantu banget.,5,Positif
App ini sangat membantu olshop,5,Positif
"Setelah diperbarui kok jadi gak bisa dibuka, gimana nihhhhhh",1,Negatif
Maju trus,5,Positif
Mantaffff.....,5,Positif
Pos Hebat👍🏻,5,Positif
Sangat mbatu umkm mantap poll,5,Positif
Mantap...pos juara,5,Positif
Puas,5,Positif
Pos Aja hebat...,5,Positif
Mantap👍,5,Positif
Mantap untuk layanan pos aja,5,Positif
jualan online sangat terbantu dengan aplikasi ini,5,Positif
Mantab,5,Positif
Aplikasi bagus buat cod..,5,Positif
Kemudahan penggunaan dan layanan digital yang semakin terintegrasi membuat pelayanan yg semakin solid... Sangat membantu para pebisol yg merintis usahanya maupun yang telah berjalan...,5,Positif
Bisa berkirim dari rumah Amat mudah dan simple,5,Positif
"Aplikasi bermanfaat, in sya Allah",5,Positif
Sangat membantu saya sebagai olshop,5,Positif
Siip,5,Positif
Dimana mana Posaja,5,Positif
Mantap pos juara,5,Positif
Good,5,Positif
Kerja cerdas.,5,Positif
Sangat membantu,5,Positif
Jangan lupa pakai POS AJA MAntap loh zaman now ❤❤❤,5,Positif
👍🏻,5,Positif
Bermanfaat,5,Positif
Lacak kiriman dan chek ongkir lebih mudah....pokok e 👍👍👍👍👍,5,Positif
Pos Aja! Mudah...Cepat👍,5,Positif
Maju terus pos indonesia,5,Positif
Memudahkan semua apa yang kita inginkan baik Pemb n pengiriman,5,Positif
mengirim jadi lebih mudah dengan posaajjaaa yyuuhhuuu,5,Positif
"Modernisasi Kantor Pos semakin terasa dengan aplikasi ini, serasa kantor pos ada di genggaman",5,Positif
Aplikasi ini sangat membantu....,5,Positif
"Solusi dari Pos Indonesia untuk melakukan order pengiriman dokumen dan paket berbasis aplikasi.... Mantap... Semoga Pos Indonesia lebih baik lagi, tetap eksis dan tambah maju... 👍👍👍",5,Positif
Pos Mantap,5,Positif
Mudah d gunakan,5,Positif
"Bisa request pickup, cek tarifnya, dan lacak kiriman, lengkap untuk kirim-kirim paket lebih mudah.",5,Positif
"Mantap,bisa order paket sendiri dengan kode booking 👍👍👍",5,Positif
Mantap nih aplikasi.. Buat pembisnis on-line kayak saya ini apl sangat membantu.. Apalagi untuk sistem COD. Aman dan cepat.. Sukses selalu PT pos Indonesia.. Semoga selalu jadi yg terbaik..,5,Positif
Keren,5,Positif
sangat membantu untuk kami sebagai pebisol..semoga tetap konsisten..,5,Positif
Bgus bgt sngat membantu aplikasi ini cpet lagi,5,Positif
PosAja,5,Positif
Aplikasinya bagus lebih memudahkan pengguna,5,Positif
Untuk membantu pelacakan kiriman sudah sampai dimana,5,Positif
Sekarang Pos Indonesia bisa antar kiriman langsung ke alamat tujuan dengan Pos Instan Plus. Luar biasa perubahan yg dilakukan. Semoga maju terus.,5,Positif
pos aja memang jos,5,Positif
Sangat berguna,5,Positif
Mantap,5,Positif
Memudahkan untuk pengiriman via pos,5,Positif
Mudah digunakan,5,Positif
PosAja! 👍,5,Positif
Bagus,5,Positif
"Aplikasi keren nih, memudahkan saya sebagai seorang pebisnis online. Yg mager wkwkwkwkwk. Tinggal klik klik, paketku langsung dijemput pak pos. Nah gini dong harusnya kantor pos, canggih mengikuti perubahan Zaman. Terimakasih pak pos. Mantab djiwa!",5,Positif
Inovasi yang luar biasa dari Pos Indonesia 😘,5,Positif
Memudahkan cek tarif,5,Positif
Waow Mantap Jiwa 😜😜😜,5,Positif
Aplikasi yg memudahkan pebisnis online,5,Positif
Mantap aplikasinya,5,Positif
Aplikasi gak ada duanya. .👌,5,Positif
Aplikasi yg bermanfaat untuk kita semua,5,Positif
Good app,5,Positif
Baik,5,Positif
Bagus banyak manfaatnya terimakasih,5,Positif
Good aplikasi,5,Positif
Saya sangat menyukai aplikasi ini,5,Positif
Semoga semakin jaya pos indonesia...,5,Positif
Sangat baik,5,Positif
"Sangat membantu sekali untuk pebisol dizaman pandemi sekarang,,",5,Positif
Apl sangat Membatu. Top markotop POS INDONESIA,5,Positif
Sangat bagus dan membantu,5,Positif
"Sangat bermanfaat,,,",5,Positif
"Aplikasi yang bagus, mempermudah untuk melacak dan melakukan pengiriman, karena bisa di pick up!",5,Positif
Mantaaap,5,Positif
Aplikasi terbaik,5,Positif
"Mantab, terus berkarya",5,Positif
Pos sekarang sudah serba digital. Sangat memudahkan konsumen yg menggunakan jasa pos.,5,Positif
Semakin inovatif.. 👍👍👍👍👍,5,Positif
Mantap top markotop,5,Positif
Sangat membantu,5,Positif
Mantaappp👍👍👍,5,Positif
Cs nya baik hati tidak sombong 🥰,5,Positif
Aplikasi sangat bermanfaat dan memudahkan melacak tarif kiriman dimanapun kita berada 😍,5,Positif
Aplikasinya mantull,5,Positif
👍 semoga menjadi terdepan,5,Positif
Aplikasi ini sangat bagus dan mempermudah untuk semua kiriman,5,Positif
sangat bagus,5,Positif
Aplikasi ini sangat membantu bagi pemilik online shop seperti saya,5,Positif
"Interface cukup baik, aplikasi cukup responsif, tidak ada lag, dan menu cukup lengkap, hanya saja saya masih belum menemukan tombol log out / sign out hingga bisa berbahaya dari segi keamanan. Lalu perlu adanya pelatihan bagi para petugas loket agar petugas loketnya gak bingung tentang bagaimana pemrosesan kode booking, bagaimana pemrosesan permintaan pickup kiriman, serta pencocokan data di aplikasi Pos Aja, agar tidak terjadi salah tempel resi yang mengakibatkan kerugian bagi pelanggan.",3,Netral
Sangat membantu pelacakan kiriman dan harga,5,Positif
Mantap Pos Indonesia..terus berkreasi dan berinovasi...,5,Positif
Sangat bermanfaat,5,Positif
"Aplikasi yg bermanfaat, mungkin fiturnya bisa dilengkapi lagi, apalagi kalau bisa juga untuk kiriman luar negri",5,Positif
maknyuzzzzz,5,Positif
Juara,5,Positif
Semoga amanah selalu POS INDONESIA,5,Positif
Pos Aja mantap,5,Positif
"Aplikasi Pos aja memberikan kemudahan untuk COD, kiriman sampai uang langsung COD langsung cepat masuk rekening, pengambilan mudah.. di kantor pos terdekat.. mantap semoga terus berkembang pos indonesia",5,Positif
Good,5,Positif
Uwuw,5,Positif
Semoga pos semakin mjau dan berkembang juga bisa bersaing d era kemajuan teknologi ini,5,Positif
The best,5,Positif
Semakin lengkap dan canggih,5,Positif
Mantap....,5,Positif
Sungguh keren nih aplikasinye 👍👍,5,Positif
Luar biasa... Sangat kereeeen 👍👍👍👍,5,Positif
Mantabb tingkatkan terus pa pos,4,Positif
Mantap...,5,Positif
Top,5,Positif
Sangat membantu sekali,5,Positif
Good!,5,Positif
Sangat bagus bermanfaat dan mempermudah untuk kepentingan bisnis tengkyuuu pos indonesia 👍,5,Positif
Apa pun kiriman nya....kemana pun tujuan nya... Kantor pos tempat nya 👍,5,Positif
Sangat bagus,5,Positif
Mantap,5,Positif
"Aplikasinya bagus, sangat membantu",5,Positif
Sangat membantu,5,Positif
Sangat bermanfaat banget semuanya ada dalam satu aplikasi,5,Positif
Berkirim paket dan bertransaksi ada dalam genggaman.. Mudah mudahan makin jaya,5,Positif
mantap layanan nya sangat memudahkan,5,Positif
Sangat membantu,5,Positif
Inovasi Tiada henti,5,Positif
Semoga kedepan lebih baik dan memberi manfaat kepada semua pengguna aplikasi🙏🙏🙏,5,Positif
Sangat membantu. Karena sekarang susah ngecek tarif pos disitus mana saja kadang gak akurat. Kalau di aplikasi ini pasti sama,5,Positif
Mantap...dukung terus inovasi membangun dr posindonesia...aplikasi spt ini sangat ditunggu oleh semua pihak. semoga terus berkembang dan maju terus...Aamiin,5,Positif
Sangat membantu.. tingkatkan lagi,5,Positif
Dengan aplikasi ini memudahkan pelanggan,5,Positif
Alhamdulillah kemudahan demi kemudahan sudah bisa diberikan oleh pos indonesia. Salah satunya aplilasi ini Jadi semangat ini untuk bisa jalanin bisnis online Bismillah semoga semua lancar dan berkah...Aamiin Trmksh posindonesia...🙏,5,Positif
Sangat bermanfaat,5,Positif
Keren,5,Positif
Menunya lengkap dan sesuai banget dg kebutuhan para pebisol.. Good aps.. 👍👍👍,5,Positif
Recomended..,5,Positif
"Pos indonesia mengikuti ers digital, keren",5,Positif
"Semakin mudah untuk kirim paket , tinggal pilih layanan yang diinginkan",5,Positif
Good,5,Positif
Semua begitu mudah dan gak ribet dengan adanya aplikasi ini. Sangat membantu. Terima kasih Pos Indonesia.,5,Positif
"Mantap ,,........,...........,.......................................",5,Positif
